Shoulder Width,Belly,Neck Circumference,Hip Circumference,Shirt Length,Size
47.400273592272185,94.50189426767032,36.703109442197395,95.8790332773461,76.54030175441721,XXL
47.01062640547278,91.58075098082247,40.615150217366946,95.1832295268493,72.03362182527579,XL
40.3008023088153,83.32780224790115,38.40978447071691,93.34712422856724,70.9504405744336,L
45.21123943148056,92.08482416287329,40.15905740575879,97.16290483659168,78.08868377113251,XXL
39.09037237365661,73.30716554355021,33.95641843534893,79.22080942305324,68.10656952744176,S
46.62115017014582,95.88797117948798,40.87734900067494,101.90215028278979,80.09821104025661,XXL
45.01068858034385,88.62490085470489,39.76318902617362,90.17001042718807,74.33330497069453,XL
38.54353665425066,76.19246858235044,36.32463787501364,82.21373514810055,64.26869840502532,S
47.40370615435312,94.5560706316332,40.427001804666666,98.8038580793705,79.20992067841698,XXL
41.12679112463177,77.17827245639303,34.676725973869004,85.9942926325381,66.80157780475002,M
42.575436686809105,83.89633671199788,37.27861184423304,91.84989059692529,70.12866097501673,L
41.81160074640725,90.50011534829076,40.0425375959034,98.19633867743028,72.73663395246028,XL
45.10974485234752,94.84128831164678,38.7976222363352,92.98161467217135,75.16601345899625,XL
40.20033202458147,80.30422917403494,37.05188162724917,82.19824484498895,71.15433622936288,M
45.184942668793276,96.45471744228443,39.634939804118915,101.50089175484602,77.84399169172414,XXL
35.292551034711046,73.82973045682112,35.30681729983555,77.250105744146,66.19775294779058,S
37.47624292429456,71.50613882591847,34.43520158604131,85.5366880798526,65.77295901844398,S
42.325199837738204,90.59412378274897,39.93177428372346,98.00535238981276,72.4544176315276,XL
42.16302213133388,90.98065164538615,39.60248697885691,94.94039402387757,73.05427711352122,XL
44.67990976330958,90.24822896413374,37.664191012601016,92.1123328347401,74.4802208782872,XL
38.708438827981176,79.13833468982412,35.62095653962808,84.64766551174077,69.60906914058782,M
45.86215909083262,94.89575577219745,39.99640899207853,100.24921920080071,75.38510803900074,XXL
43.04688073281434,93.10166472731485,38.22162166008869,96.97886436099137,75.18897459646311,XL
46.636287536648595,94.74851423139651,40.77024136909558,101.51013676353875,79.87141282052718,XXL
35.29487502619309,75.27373126736542,35.484508585447834,77.88228716539689,65.46545192838694,S
43.55916413699113,84.164056828396,37.620298624649834,92.50481043021878,70.77383467617977,L
43.081150749290735,83.25230022127376,37.47971277384414,89.80911063851055,72.80851545943501,L
